Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
2021-09-30,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,0.95,0.92
2021-09-30,Atikokan General Hospital,2756,Atikokan,NORTHWESTERN,0.91,0.9
2021-09-30,Birchwood Terrace,2620,Kenora,NORTHWESTERN,0.95,0.91
2021-09-30,EMO Health Centre,2831,Emo,NORTHWESTERN,0.87,0.79
2021-09-30,Northwood Lodge,M607,Red Lake,NORTHWESTERN,1,0.95
2021-09-30,Pinecrest (Kenora),M563,Kenora,NORTHWESTERN,0.97,0.95
2021-09-30,Princess Court,M608,Dryden,NORTHWESTERN,0.89,0.79
2021-09-30,Rainy River Health Centre,2820,Rainy River,NORTHWESTERN,0.98,0.96
2021-09-30,Rainycrest,3033,Fort Frances,NORTHWESTERN,0.9,0.89
2021-09-30,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,0.49
2021-09-30,Carleton Lodge,M508,Nepean,OTTAWA,0.97,0.93
2021-09-30,Carlingview Manor,2420,Ottawa,OTTAWA,0.98,0.96
2021-09-30,Centre d'Accueil Champlain,M511,Vanier,OTTAWA,0.97,0.81
2021-09-30,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,0.98,0.9
2021-09-30,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,0.95,0.93
2021-09-30,Extendicare Medex,2579,Ottawa,OTTAWA,0.96,0.91
2021-09-30,Extendicare New Orchard Lodge,2302,Ottawa,OTTAWA,0.99,0.98
2021-09-30,Extendicare Starwood,2485,Nepean,OTTAWA,0.98,0.98
2021-09-30,Extendicare West End Villa,2709,Ottawa,OTTAWA,0.99,0.99
2021-09-30,Forest Hill,2834,Kanata,OTTAWA,0.99,0.97
2021-09-30,Garden Terrace,2882,Kanata,OTTAWA,0.93,0.89
2021-09-30,Garry J. Armstrong Home,M622,Ottawa,OTTAWA,0.97,0.94
2021-09-30,Glebe Centre,2811,Ottawa,OTTAWA,0.99,0.96
2021-09-30,Granite Ridge Care Community,2879,Stittsville,OTTAWA,0.99,0.98
2021-09-30,Hillel Lodge (The Bess and Moe Greenberg Family),3029,Ottawa,OTTAWA,0.94,0.93
2021-09-30,Longfields Manor,2845,Nepean,OTTAWA,0.95,0.94
2021-09-30,Madonna Care Community,2974,Orleans,OTTAWA,0.97,0.96
2021-09-30,Manoir Marochel,2867,Ottawa,OTTAWA,0.98,0.88
2021-09-30,Montfort,2886,Ottawa,OTTAWA,0.94,0.89
2021-09-30,Peter D. Clark Centre,M609,Ottawa,OTTAWA,0.95,0.9
2021-09-30,Residence Saint-Louis,3013,Ottawa,OTTAWA,0.97,0.94
2021-09-30,Royal Ottawa Place,2933,Ottawa,OTTAWA,0.98,0.94
2021-09-30,Sarsfield Colonial Home,943,Sarsfield,OTTAWA,0.91,0.91
2021-09-30,St. Patrick's Home,3015,Ottawa,OTTAWA,0.96,0.95
2021-09-30,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,0.99,0.95
2021-09-30,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,0.98,0.98
2021-09-30,Township of Osgoode Care Centre,2747,Metcalfe,OTTAWA,0.99,0.98
2021-09-30,Villa Marconi,2818,Ottawa,OTTAWA,0.94,0.89
2021-09-30,Burton Manor,2953,Brampton,PEEL,0.93,0.9
2021-09-30,Camilla Care Community,2472,Mississauga,PEEL,0.98,0.96
2021-09-30,Cawthra Gardens,2912,Mississauga,PEEL,0.99,0.97
2021-09-30,Chartwell Wenleigh Long Term Care Residence,2833,Mississauga,PEEL,0.96,0.95
2021-09-30,Cooksville Care Centre,2124,Mississauga,PEEL,0.96,0.93
2021-09-30,Erin Mills Lodge Nursing Home,2736,Mississauga,PEEL,1,0.92
2021-09-30,Extendicare Brampton,2847,Brampton,PEEL,0.95,0.94
2021-09-30,Extendicare Mississauga,2884,Mississauga,PEEL,0.95,0.92
2021-09-30,Faith Manor Nursing Home,2745,Brampton,PEEL,0.95,0.89
2021-09-30,Grace Manor,2942,Brampton,PEEL,0.95,0.86
2021-09-30,Hawthorn Woods Care Community,2887,Brampton,PEEL,0.93,0.91
2021-09-30,King Nursing Home,901,Bolton,PEEL,0.96,0.89
2021-09-30,Malton Village Long Term Care Centre,M618,Mississauga,PEEL,0.86,0.83
2021-09-30,Maple Grove Care Community,2911,Brampton,PEEL,0.94,0.92
2021-09-30,Mississauga Long Term Care Facility,1078,Mississauga,PEEL,0.87,0.83
2021-09-30,Peel Manor,M562,Brampton,PEEL,0.92,0.9
2021-09-30,Sheridan Villa,M572,Mississauga,PEEL,0.85,0.84
2021-09-30,Silverthorn Care Community,2956,Mississauga,PEEL,0.95,0.93
2021-09-30,Streetsville Care Community,2648,Mississauga,PEEL,0.99,0.98
2021-09-30,Tall Pines Long Term Care Centre,M616,Brampton,PEEL,0.87,0.86
2021-09-30,The Village of Erin Meadows,2881,Mississauga,PEEL,0.93,0.92
2021-09-30,The Village of Sandalwood Park,2859,Brampton,PEEL,0.95,0.94
2021-09-30,Tullamore Care Community,963,Brampton,PEEL,0.95,0.92
2021-09-30,Tyndall Nursing Home,2656,Mississauga,PEEL,0.88,0.86
2021-09-30,Vera M. Davis Community Care Centre,2734,Bolton,PEEL,0.94,0.92
2021-09-30,Villa Forum,2855,Mississauga,PEEL,0.99,0.99
2021-09-30,Woodhall Park Care Community,2928,Brampton,PEEL,0.95,0.91
2021-09-30,Yee Hong Centre - Mississauga,2920,Mississauga,PEEL,1,0.98
2021-09-30,Centennial Place Long-Term Care Home,2903,Millbrook,PETERBOROUGH,0.91,0.87
2021-09-30,Extendicare Lakefield,2843,Lakefield,PETERBOROUGH,0.95,0.94
2021-09-30,Extendicare Peterborough,2572,Peterborough,PETERBOROUGH,0.99,0.99
2021-09-30,Fairhaven,M520,Peterborough,PETERBOROUGH,1,0.83
2021-09-30,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,0.93,0.88
2021-09-30,Riverview Manor Nursing Home,2722,Peterborough,PETERBOROUGH,0.92,0.87
2021-09-30,Springdale Country Manor,2413,Peterborough,PETERBOROUGH,1,0.96
2021-09-30,St. Joseph's at Fleming,2935,Peterborough,PETERBOROUGH,0.94,0.91
2021-09-30,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,0.92,0.86
2021-09-30,Extendicare Timmins,3044,Timmins,PORCUPINE,0.98,0.97
2021-09-30,Foyer Des Pionniers,2940,Hearst,PORCUPINE,0.9,0.9
2021-09-30,Golden Manor,M530,Timmins,PORCUPINE,0.98,0.95
2021-09-30,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,0.97,0.9
2021-09-30,North Centennial Manor,3027,Kapuskasing,PORCUPINE,0.81,0.77
2021-09-30,Rosedale Centre,2766,Matheson,PORCUPINE,0.8,0.8
2021-09-30,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,0.87,0.86
2021-09-30,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,0.8,0.76
2021-09-30,Villa Minto,2815,Cochrane,PORCUPINE,0.91,0.88
2021-09-30,Bonnechere Manor,M506,Renfrew,RENFREW,0.95,0.9
2021-09-30,Caressant Care Cobden,2827,Cobden,RENFREW,0.88,0.78
2021-09-30,Groves Park Lodge,2646,Renfrew,RENFREW,0.9,0.89
2021-09-30,Marianhill Nursing Home,2702,Pembroke,RENFREW,0.89,0.84
2021-09-30,Miramichi Lodge,M621,Pembroke,RENFREW,0.9,0.9
2021-09-30,North Renfrew Long-Term Care Services,3036,Deep River,RENFREW,0.98,0.96
2021-09-30,The Four Seasons Lodge,2896,Deep River,RENFREW,1,0.98
2021-09-30,"The Grove, Arnprior and District Nursing Home",2699,Arnprior,RENFREW,0.93,0.89
2021-09-30,Valley Manor Nursing Home,2675,Barry's Bay,RENFREW,0.76,0.72
2021-09-30,Bay Haven Nursing Home,2657,Collingwood,SIMCOE-MUSKOKA,0.98,0.97
2021-09-30,Bob Rumball Home for The Deaf,2967,Barrie,SIMCOE-MUSKOKA,0.96,0.94
2021-09-30,Bradford Valley Care Community,2905,Bradford,SIMCOE-MUSKOKA,0.96,0.91
2021-09-30,Coleman Care Centre,2696,Barrie,SIMCOE-MUSKOKA,0.97,0.95
2021-09-30,Collingwood Nursing Home,2781,Collingwood,SIMCOE-MUSKOKA,0.92,0.87
2021-09-30,Creedan Valley Care Community,2633,Creemore,SIMCOE-MUSKOKA,0.96,0.95
2021-09-30,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.84,0.83
2021-09-30,Georgian Manor Home for the Aged,M527,Penetanguishene,SIMCOE-MUSKOKA,0.93,0.91
2021-09-30,Good Samaritan Nursing Home,2588,Alliston,SIMCOE-MUSKOKA,0.9,0.78
2021-09-30,Grove Park Home For Senior Citizens,2950,Barrie,SIMCOE-MUSKOKA,0.92,0.9
2021-09-30,Hillcrest Village Care Centre,2828,Midland,SIMCOE-MUSKOKA,0.96,0.96
2021-09-30,IOOF Seniors Home,2993,Barrie,SIMCOE-MUSKOKA,0.95,0.94
2021-09-30,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,0.94,0.86
2021-09-30,Mill Creek Care Centre,2981,Barrie,SIMCOE-MUSKOKA,0.92,0.91
2021-09-30,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,0.91,0.9
2021-09-30,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,0.95,0.95
2021-09-30,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.92,0.87
2021-09-30,Owen Hill Care Community,2584,Barrie,SIMCOE-MUSKOKA,0.99,0.96
2021-09-30,Roberta Place,2839,Barrie,SIMCOE-MUSKOKA,0.96,0.9
2021-09-30,Sara Vista,2710,Elmvale,SIMCOE-MUSKOKA,1,1
2021-09-30,Simcoe Manor Home for the Aged,M573,Beeton,SIMCOE-MUSKOKA,0.91,0.88
2021-09-30,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,0.97,0.95
2021-09-30,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,0.98,0.95
2021-09-30,Sunset Manor Home for Senior Citizens,M581,Collingwood,SIMCOE-MUSKOKA,0.94,0.83
2021-09-30,The Pines,M564,Bracebridge,SIMCOE-MUSKOKA,0.84,0.84
2021-09-30,The Villa Care Centre,1101,Midland,SIMCOE-MUSKOKA,1,0.97
2021-09-30,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.97,0.9
2021-09-30,Victoria Village Manor,2914,Barrie,SIMCOE-MUSKOKA,0.94,0.94
2021-09-30,Woods Park Care Centre,2821,Barrie,SIMCOE-MUSKOKA,1,0.91
2021-09-30,Bobier Villa,M603,Dutton,SOUTH WEST,0.96,0.94
2021-09-30,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.96,0.91
2021-09-30,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,0.93,0.85
2021-09-30,Caressant Care Woodstock Nursing Home,2636,Woodstock,SOUTH WEST,0.93,0.89
2021-09-30,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,SOUTH WEST,0.95,0.95
2021-09-30,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.94,0.92
2021-09-30,Extendicare Port Stanley,2669,Port Stanley,SOUTH WEST,0.98,0.91
2021-09-30,Maple Manor Nursing Home,1049,Tillsonburg,SOUTH WEST,0.94,0.88
2021-09-30,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.9,0.87
2021-09-30,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.94,0.89
2021-09-30,Terrace Lodge,M583,Aylmer,SOUTH WEST,0.81,0.79
2021-09-30,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.96,0.9
2021-09-30,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.89,0.88
2021-09-30,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,0.87,0.84
2021-09-30,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,SOUTH WEST,0.92,0.88
2021-09-30,Woodingford Lodge - Woodstock,M632,Woodstock,SOUTH WEST,0.9,0.87
2021-09-30,Elizabeth Centre,2868,Val Caron,SUDBURY,0.94,0.88
2021-09-30,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),2755,Espanola,SUDBURY,0.91,0.91
2021-09-30,Espanola General Hospital (operating as Espanola Nursing Home-LTC),2932,Espanola,SUDBURY,0.91,0.91
2021-09-30,Extendicare Falconbridge,2590,Sudbury,SUDBURY,0.86,0.84
2021-09-30,Extendicare York,2604,Sudbury,SUDBURY,0.95,0.87
2021-09-30,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.95,0.93
2021-09-30,Manitoulin Centennial Manor Home for the Aged,M553,Little Current,SUDBURY,0.93,0.92
2021-09-30,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.88,0.86
2021-09-30,Pioneer Manor,M566,Sudbury,SUDBURY,0.82,0.78
2021-09-30,St. Gabriel's Villa of Sudbury,3039,Chelmsford,SUDBURY,0.92,0.9
2021-09-30,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.86,0.86
2021-09-30,The Bignucolo Residence,2864,Chapleau,SUDBURY,0.93,0.89
2021-09-30,Wikwemikong Nursing Home,1856,Wikwemikong,SUDBURY,1,0.93
2021-09-30,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.9,0.88
2021-09-30,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,0.83,0.78
2021-09-30,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.84,0.83
2021-09-30,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,0.99,0.97
2021-09-30,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,0.88,0.86
2021-09-30,Santé Manitouwadge Health,2810,Manitouwadge,THUNDER BAY,0.96,0.96
2021-09-30,Southbridge Lakehead,1159,Thunder Bay,THUNDER BAY,0.96,0.94
2021-09-30,Southbridge Pinewood,2962,Thunder Bay,THUNDER BAY,0.96,0.92
2021-09-30,Southbridge Roseview,2866,Thunder Bay,THUNDER BAY,0.95,0.92
2021-09-30,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.89,0.89
2021-09-30,Extendicare Kirkland Lake,2670,Kirkland Lake,TIMISKAMING,0.95,0.88
2021-09-30,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.94,0.87
2021-09-30,Northview Nursing Home,2585,Englehart,TIMISKAMING,0.79,0.77
2021-09-30,Teck Pioneer Residence,M619,Kirkland Lake,TIMISKAMING,0.83,0.8
2021-09-30,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,0.95,0.85
2021-09-30,Altamont Care Community,956,Scarborough,TORONTO,0.95,0.88
2021-09-30,Apotex The Jewish Home for the Aged,2824,Toronto,TORONTO,0.93,0.88
2021-09-30,Belmont House,2985,Toronto,TORONTO,0.96,0.95
2021-09-30,Bendale Acres,M504,Scarborough,TORONTO,0.94,0.92
2021-09-30,Carefree Lodge,M596,North York,TORONTO,0.92,0.88
2021-09-30,Castleview Wychwood Towers,M510,Toronto,TORONTO,0.96,0.94
2021-09-30,Cedarvale Terrace,2591,Toronto,TORONTO,0.99,0.98
2021-09-30,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,0.96,0.94
2021-09-30,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,TORONTO,0.96,0.94
2021-09-30,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,TORONTO,0.98,0.95
2021-09-30,Chartwell White Eagle Long Term Care Residence,2583,Toronto,TORONTO,0.91,0.83
2021-09-30,Cheltenham Care Community,922,North York,TORONTO,1,0.97
2021-09-30,Chester Village,2970,Toronto,TORONTO,0.96,0.95
2021-09-30,Copernicus Lodge,2937,Toronto,TORONTO,0.67,0.63
2021-09-30,Craiglee Nursing Home,2503,Scarborough,TORONTO,0.97,0.94
2021-09-30,Cummer Lodge,M512,North York,TORONTO,0.95,0.91
2021-09-30,Deerwood Creek Care Community,2837,Etobicoke,TORONTO,0.93,0.86
2021-09-30,Dom Lipa,2794,Etobicoke,TORONTO,0.98,0.96
2021-09-30,Downsview Long Term Care Centre,1041,North York,TORONTO,0.84,0.81
2021-09-30,Eatonville Care Centre,2468,Etobicoke,TORONTO,0.97,0.94
2021-09-30,Ehatare Nursing Home,2804,Scarborough,TORONTO,0.97,0.97
2021-09-30,Elm Grove Living Centre,2515,Toronto,TORONTO,0.99,0.99
2021-09-30,Extendicare Bayview,2460,North York,TORONTO,0.99,0.98
2021-09-30,Extendicare Guildwood,2164,Scarborough,TORONTO,0.96,0.96
2021-09-30,Extendicare Rouge Valley,2883,Toronto,TORONTO,0.98,0.97
2021-09-30,Extendicare Scarborough,2117,Scarborough,TORONTO,0.94,0.91
2021-09-30,Fairview Nursing Home,2723,Toronto,TORONTO,0.97,0.95
2021-09-30,Fieldstone Commons Care Community,2906,Scarborough,TORONTO,0.96,0.94
2021-09-30,Fountain View Care Community,2836,Toronto,TORONTO,0.98,0.95
2021-09-30,Fudger House,M524,Toronto,TORONTO,0.97,0.97
2021-09-30,Garden Court Nursing Home,1133,Toronto,TORONTO,0.97,0.97
2021-09-30,Harmony Hills Care Community,2832,Toronto,TORONTO,0.96,0.94
2021-09-30,Harold and Grace Baker Centre,2732,Toronto,TORONTO,1,1
2021-09-30,Hawthorne Place Care Centre,2586,North York,TORONTO,0.94,0.88
2021-09-30,Hellenic Care for Seniors (Toronto),2798,Toronto,TORONTO,0.99,0.97
2021-09-30,Hellenic Home - Scarborough,2941,Scarborough,TORONTO,0.97,0.96
2021-09-30,Humber Valley Terrace,2716,Etobicoke,TORONTO,0.95,0.93
2021-09-30,Ina Grafton Gage Home,3034,Scarborough,TORONTO,0.96,0.91
2021-09-30,Isabel and Arthur Meighen Manor,3031,Toronto,TORONTO,1,0.97
2021-09-30,Ivan Franko Home (Etobicoke),C530,Toronto,TORONTO,0.75,0.74
2021-09-30,Kennedy Lodge,2654,Scarborough,TORONTO,0.99,0.97
2021-09-30,Kipling Acres,M545,Etobicoke,TORONTO,0.96,0.9
2021-09-30,Labdara Lithuanian Nursing Home,2860,Etobicoke,TORONTO,0.64,0.62
2021-09-30,Lakeshore Lodge,M595,Toronto,TORONTO,1,0.96
2021-09-30,Lakeside Long Term Care Centre,2929,Toronto,TORONTO,0.98,0.95
2021-09-30,Main Street Terrace,2589,Toronto,TORONTO,0.97,0.96
2021-09-30,Maynard Nursing Home,2211,Toronto,TORONTO,1,0.96
2021-09-30,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,TORONTO,1,0.92
2021-09-30,Midland Gardens Care Community,2789,Scarborough,TORONTO,0.98,0.97
2021-09-30,Mon Sheong Home for the Aged,3002,Toronto,TORONTO,0.98,0.97
2021-09-30,Mon Sheong Scarborough Long Term Care Centre,2944,Scarborough,TORONTO,1,0.98
2021-09-30,Nisbet Lodge,3003,Toronto,TORONTO,0.94,0.91
2021-09-30,Norfinch Care Community,2918,North York,TORONTO,0.98,0.96
2021-09-30,North Park Nursing Home,909,North York,TORONTO,0.99,0.98
2021-09-30,Norwood Nursing Home,2201,Toronto,TORONTO,0.91,0.91
2021-09-30,Providence Healthcare,3006,Toronto,TORONTO,0.98,0.96
2021-09-30,Rockcliffe Care Community,2131,Scarborough,TORONTO,0.99,0.96
2021-09-30,Rose of Sharon Korean Long Term Care,3038,Toronto,TORONTO,0.99,0.99
2021-09-30,Seniors' Health Centre,2744,North York,TORONTO,0.94,0.86
2021-09-30,Seven Oaks,M571,Scarborough,TORONTO,0.96,0.88
2021-09-30,Shepherd Lodge,2782,Toronto,TORONTO,0.93,0.89
2021-09-30,Sherbourne Place,2754,Toronto,TORONTO,0.97,0.97
2021-09-30,St. Clair O'Connor Community Nursing Home,2719,Toronto,TORONTO,0.96,0.96
2021-09-30,St. George Care Community,2594,Toronto,TORONTO,0.98,0.95
2021-09-30,Suomi-Koti Toronto Nursing Home,2792,Toronto,TORONTO,1,0.99
2021-09-30,Tendercare Living Centre,2649,Scarborough,TORONTO,0.99,0.97
2021-09-30,The Heritage Nursing Home,2582,Toronto,TORONTO,0.99,0.98
2021-09-30,The Kensington Gardens,2852,Toronto,TORONTO,0.99,0.97
2021-09-30,The O'Neill Centre,2631,Toronto,TORONTO,0.97,0.95
2021-09-30,The Village of Humber Heights,2957,Etobicoke,TORONTO,1,0.94
2021-09-30,The Wexford,3021,Scarborough,TORONTO,0.99,0.97
2021-09-30,Thompson House,3017,North York,TORONTO,0.95,0.95
2021-09-30,Tony Stacey Centre for Veterans' Care,3001,Toronto,TORONTO,0.99,0.96
2021-09-30,True Davidson Acres,M586,Toronto,TORONTO,0.96,0.92
2021-09-30,Ukrainian Canadian Care Centre,2809,Etobicoke,TORONTO,0.82,0.74
2021-09-30,Valleyview Residence,2954,North York,TORONTO,0.91,0.9
2021-09-30,Villa Colombo Homes for the Aged,3020,Toronto,TORONTO,0.98,0.97
2021-09-30,Wellesley Central Place,2959,Toronto,TORONTO,0.99,0.99
2021-09-30,Wesburn Manor,M612,Etobicoke,TORONTO,0.91,0.87
2021-09-30,West Park Long Term Care Centre,2848,Toronto,TORONTO,0.85,0.79
2021-09-30,Weston Terrace Care Community,2874,Toronto,TORONTO,0.96,0.94
2021-09-30,Westside,2663,Etobicoke,TORONTO,0.95,0.92
2021-09-30,Yee Hong Centre - Scarborough Finch,2934,Scarborough,TORONTO,0.98,0.97
2021-09-30,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,TORONTO,0.99,0.98
2021-09-30,Barnswallow Place Care Community,2830,Elmira,WATERLOO,0.96,0.89
2021-09-30,Cambridge Country Manor,2651,Cambridge,WATERLOO,0.97,0.94
2021-09-30,Chartwell Elmira Long Term Care Residence,2471,Elmira,WATERLOO,0.95,0.91
2021-09-30,Chartwell Westmount Long Term Care Residence,2880,Kitchener,WATERLOO,0.94,0.91
2021-09-30,Columbia Forest,2856,Waterloo,WATERLOO,0.94,0.92
2021-09-30,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.94,0.91
2021-09-30,Fairview Mennonite Home,2992,Cambridge,WATERLOO,0.97,0.95
2021-09-30,Forest Heights,2707,Kitchener,WATERLOO,0.92,0.87
2021-09-30,Golden Years Nursing Home,1033,Cambridge,WATERLOO,0.96,0.94
2021-09-30,Lanark Heights Long Term Care Centre,2917,Kitchener,WATERLOO,0.98,0.96
2021-09-30,Nithview Home,3004,New Hamburg,WATERLOO,0.83,0.82
2021-09-30,Parkwood Mennonite Home,2952,Waterloo,WATERLOO,0.96,0.92
2021-09-30,peopleCare A.R. Goudie Kitchener,2990,Kitchener,WATERLOO,0.95,0.94
2021-09-30,peopleCare Hilltop Manor Cambridge,2606,Cambridge,WATERLOO,0.99,0.93
2021-09-30,Pinehaven Nursing Home,2805,Waterloo,WATERLOO,1,0.97
2021-09-30,Riverbend Place,2753,Cambridge,WATERLOO,0.96,0.96
2021-09-30,Saint Luke's Place,3014,Cambridge,WATERLOO,0.97,0.97
2021-09-30,St. Andrew's Terrace Long Term Care Community,2926,Cambridge,WATERLOO,0.88,0.82
2021-09-30,Stirling Heights,2863,Cambridge,WATERLOO,0.98,0.96
2021-09-30,Sunnyside Home,M578,Kitchener,WATERLOO,0.87,0.87
2021-09-30,The Village at University Gates,3048,Waterloo,WATERLOO,0.97,0.94
2021-09-30,The Village of Winston Park,2783,Kitchener,WATERLOO,0.94,0.94
2021-09-30,Trinity Village Care Centre,2580,Kitchener,WATERLOO,0.94,0.92
2021-09-30,Twin Oaks of Maryhill,2752,Maryhill,WATERLOO,0.98,0.93
2021-09-30,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,0.94,0.91
2021-09-30,Caressant Care Arthur Nursing Home,2748,Arthur,WELLINGTON-DUFFERIN-GUELPH,0.97,0.96
2021-09-30,Caressant Care Fergus Nursing Home,2603,Fergus,WELLINGTON-DUFFERIN-GUELPH,0.86,0.86
2021-09-30,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,0.89,0.8
2021-09-30,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.88,0.85
2021-09-30,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.9,0.9
2021-09-30,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.97,0.94
2021-09-30,Morriston Park Nursing Home,2727,Puslinch,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-09-30,Royal Terrace,2767,Palmerston,WELLINGTON-DUFFERIN-GUELPH,0.91,0.88
2021-09-30,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.94,0.91
2021-09-30,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.86,0.84
2021-09-30,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,,
2021-09-30,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-09-30,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.94,0.9
2021-09-30,Wellington Terrace Long-Term Care Home,M629,Fergus,WELLINGTON-DUFFERIN-GUELPH,0.97,0.95
2021-09-30,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,0.91,0.84
2021-09-30,Berkshire Care Centre,2541,Windsor,WINDSOR-ESSEX,0.94,0.85
2021-09-30,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,0.99,0.98
2021-09-30,Chartwell Royal Oak Long Term Care Residence,2939,Kingsville,WINDSOR-ESSEX,0.93,0.9
2021-09-30,Chateau Park Long Term Care Home,2712,Windsor,WINDSOR-ESSEX,0.98,0.94
2021-09-30,Country Village Homes - Woodslee,2576,Woodslee,WINDSOR-ESSEX,0.93,0.89
2021-09-30,Extendicare Southwood Lakes,2842,Windsor,WINDSOR-ESSEX,0.87,0.82
2021-09-30,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.93,0.84
2021-09-30,Franklin Gardens Long Term Care Home,2602,Leamington,WINDSOR-ESSEX,0.94,0.86
2021-09-30,Heron Terrace Long Term Care Community,2898,Windsor,WINDSOR-ESSEX,0.97,0.96
2021-09-30,Huron Lodge Long Term Care Home,M631,Windsor,WINDSOR-ESSEX,0.85,0.77
2021-09-30,Iler Lodge,2129,Essex,WINDSOR-ESSEX,0.95,0.89
2021-09-30,Leamington Mennonite Home Long Term Care Residence,3035,Leamington,WINDSOR-ESSEX,1,1
2021-09-30,Regency Park Long Term Care Home,2760,Windsor,WINDSOR-ESSEX,0.92,0.85
2021-09-30,Richmond Terrace,1149,Amherstburg,WINDSOR-ESSEX,0.87,0.85
2021-09-30,Riverside Place,2972,Windsor,WINDSOR-ESSEX,0.94,0.92
2021-09-30,Sun Parlor Home for Senior Citizens,M579,Leamington,WINDSOR-ESSEX,0.98,0.94
2021-09-30,The Village at St. Clair,3046,Windsor,WINDSOR-ESSEX,0.94,0.9
2021-09-30,The Village of Aspen Lake,3037,Windsor,WINDSOR-ESSEX,0.93,0.87
2021-09-30,Bethany Lodge,2986,Markham,YORK REGION,0.94,0.91
2021-09-30,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,0.99,0.98
2021-09-30,Cedarvale Lodge Retirement and Care Community,2769,Keswick,YORK REGION,0.96,0.91
